"date","draw_number","draw_sum","odd_count","even_count","low_count","high_count","spread"
"",68,126,2,4,4,2,39
"",68,93,5,1,5,1,36
"",68,84,4,2,5,1,35
"",69,145,3,3,2,4,34
"",69,111,3,3,4,2,41
"",69,154,4,2,2,4,41
"",70,213,3,3,2,4,29
"",70,159,3,3,2,4,31
"",70,158,4,2,2,4,38
"",71,101,5,1,5,1,28
"",71,151,3,3,3,3,45
"",71,118,2,4,3,3,29
"",72,197,5,1,1,5,45
"",72,122,2,4,4,2,32
"",72,159,3,3,2,4,33
"",73,112,4,2,4,2,42
"",73,151,1,5,3,3,46
"",73,155,3,3,4,2,43
"",74,144,4,2,5,1,35
"",74,90,4,2,4,2,22
"",74,176,2,4,2,4,44
"",75,133,3,3,4,2,48
"",75,248,4,2,0,6,16
"",75,166,2,4,3,3,45
"",76,204,2,4,1,5,30
"",76,199,1,5,2,4,25
"",76,109,5,1,4,2,27
"",77,140,2,4,3,3,43
"",77,102,4,2,4,2,34
"",77,80,2,4,5,1,46
"",78,165,3,3,3,3,35
"",78,167,1,5,2,4,46
"",78,158,4,2,3,3,43
"",79,160,2,4,3,3,30
"",79,120,4,2,4,2,36
"",79,136,2,4,3,3,41
"",80,148,2,4,3,3,34
"",80,161,3,3,3,3,33
"",80,188,2,4,1,5,36
"",81,179,3,3,2,4,36
"",81,207,3,3,1,5,35
"",81,195,1,5,2,4,20
"",82,134,4,2,3,3,37
"",82,128,4,2,3,3,43
"",82,184,2,4,3,3,39
"",83,148,4,2,3,3,33
"",83,152,4,2,2,4,41
"",83,127,1,5,4,2,34
"",84,186,6,0,1,5,36
"",84,159,3,3,3,3,43
"",84,173,3,3,2,4,33
"",85,115,3,3,4,2,33
"",85,163,3,3,2,4,33
"",85,164,4,2,2,4,41
"",86,155,3,3,4,2,45
"",86,143,3,3,3,3,47
"",86,106,6,0,5,1,30
"",87,209,1,5,1,5,42
"",87,142,2,4,3,3,42
"",87,151,1,5,2,4,39
"",88,211,3,3,0,6,16
"",88,193,3,3,1,5,31
"",88,189,3,3,2,4,40
"",89,64,4,2,5,1,25
"",89,94,2,4,5,1,42
"",89,122,0,6,4,2,40
"",90,133,1,5,3,3,38
"",90,170,4,2,2,4,39
"",90,173,3,3,2,4,43
"",91,184,2,4,1,5,41
"",91,209,3,3,1,5,39
"",91,194,4,2,1,5,46
"",92,115,3,3,5,1,34
"",92,152,4,2,3,3,41
"",92,105,5,1,5,1,36
"",93,197,3,3,1,5,43
"",93,134,2,4,3,3,44
"",93,153,1,5,3,3,37
"",94,114,2,4,5,1,34
"",94,105,3,3,5,1,39
"",94,187,3,3,1,5,40
"",95,175,3,3,2,4,43
"",95,101,3,3,5,1,27
"",95,204,4,2,0,6,23
"",96,137,3,3,3,3,33
"",96,106,2,4,4,2,25
"",96,145,3,3,3,3,36
"",97,182,4,2,1,5,40
"",97,148,2,4,2,4,34
"",97,158,4,2,3,3,40
"",98,126,2,4,4,2,43
"",98,113,5,1,4,2,42
"",98,176,2,4,1,5,16
"",99,123,3,3,4,2,47
"",99,225,5,1,1,5,31
"",99,118,2,4,5,1,41
"",100,147,5,1,3,3,38
"",100,109,3,3,4,2,26
"",100,191,1,5,2,4,36
"",101,170,4,2,2,4,31
"",101,88,4,2,5,1,32
"",101,165,1,5,2,4,19
"",102,157,1,5,3,3,44
"",102,155,3,3,2,4,38
"",102,151,3,3,2,4,38
"",103,188,2,4,2,4,35
"",103,177,5,1,2,4,45
"",103,140,2,4,4,2,39
"",1,149,1,5,4,2,28
"",1,150,4,2,2,4,39
"",1,94,4,2,5,1,41
"",2,141,3,3,3,3,23
"",2,139,3,3,3,3,41
"",2,187,3,3,2,4,39
"",3,146,2,4,2,4,38
"",3,165,5,1,2,4,42
"",3,202,2,4,1,5,44
"",4,123,1,5,3,3,40
"",4,184,4,2,2,4,42
"",4,164,6,0,3,3,30
"",5,182,2,4,2,4,35
"",5,178,4,2,1,5,17
"",5,193,3,3,1,5,29
"",6,137,3,3,3,3,41
"",6,66,4,2,5,1,35
"",6,119,1,5,4,2,28
"",7,157,3,3,3,3,35
"",7,128,4,2,3,3,38
"",7,166,4,2,2,4,46
"",8,122,4,2,4,2,29
"",8,144,2,4,3,3,38
"",8,83,1,5,6,0,14
"",9,154,2,4,3,3,33
"",9,124,2,4,4,2,32
"",9,122,2,4,4,2,27
"",10,178,2,4,2,4,35
"",10,156,4,2,3,3,19
"",10,173,5,1,2,4,47
"",11,201,3,3,1,5,23
"",11,151,5,1,3,3,37
"",11,194,2,4,1,5,39
"",12,146,4,2,2,4,27
"",12,165,3,3,3,3,38
"",12,157,3,3,2,4,35
"",13,185,1,5,2,4,42
"",13,128,2,4,4,2,45
"",13,111,3,3,3,3,43
"",14,224,4,2,1,5,26
"",14,130,2,4,4,2,40
"",14,141,3,3,3,3,43
"",15,160,4,2,3,3,34
"",15,175,3,3,2,4,32
"",15,137,1,5,2,4,35
"",16,119,5,1,3,3,42
"",16,192,2,4,2,4,29
"",16,167,3,3,3,3,34
"",17,129,1,5,3,3,40
"",17,120,4,2,4,2,31
"",17,125,1,5,3,3,38
"",18,162,4,2,3,3,39
"",18,100,4,2,5,1,28
"",18,163,1,5,3,3,38
"",19,138,4,2,4,2,43
"",19,130,2,4,3,3,42
"",19,134,2,4,3,3,44
"",20,237,5,1,0,6,14
"",20,116,4,2,4,2,37
"",20,170,2,4,2,4,19
"",21,153,3,3,3,3,43
"",21,114,4,2,5,1,32
"",21,173,3,3,2,4,33
"",22,142,0,6,4,2,44
"",22,163,3,3,3,3,37
"",22,119,5,1,4,2,28
"",23,98,2,4,4,2,38
"",23,131,3,3,4,2,38
"",23,80,4,2,5,1,36
"",24,158,2,4,3,3,42
"",24,95,3,3,5,1,30
"",24,133,3,3,4,2,43
"",25,161,3,3,3,3,44
"",25,142,4,2,3,3,37
"",25,149,1,5,3,3,14
"",26,147,1,5,4,2,40
"",26,116,4,2,4,2,31
"",26,207,3,3,1,5,46
"",27,107,1,5,4,2,40
"",27,169,3,3,2,4,31
"",27,221,5,1,0,6,22
"",28,129,3,3,3,3,46
"",28,165,1,5,2,4,30
"",28,172,2,4,3,3,37
"",29,147,3,3,3,3,23
"",29,173,3,3,3,3,21
"",29,183,3,3,2,4,35
"",30,69,3,3,6,0,19
"",30,142,4,2,2,4,17
"",30,116,4,2,3,3,37
"",31,156,4,2,3,3,34
"",31,177,3,3,2,4,48
"",31,110,4,2,4,2,30
"",32,201,3,3,2,4,29
"",32,140,4,2,4,2,35
"",32,93,1,5,4,2,24
"",33,145,3,3,4,2,40
"",33,105,5,1,4,2,44
"",33,169,3,3,3,3,25
"",34,147,5,1,2,4,30
"",34,171,3,3,3,3,37
"",34,151,3,3,3,3,25
"",35,120,2,4,3,3,38
"",35,83,3,3,5,1,38
"",35,127,1,5,4,2,36
"",36,176,4,2,2,4,48
"",36,133,1,5,4,2,38
"",36,157,1,5,3,3,44
"",37,212,2,4,1,5,43
"",37,145,3,3,3,3,34
"",37,173,1,5,2,4,39
"",38,166,4,2,2,4,34
"",38,124,4,2,3,3,34
"",38,180,4,2,2,4,33
"",39,158,4,2,3,3,32
"",39,167,1,5,3,3,38
"",39,169,3,3,3,3,43
"",40,130,4,2,3,3,23
"",40,166,2,4,2,4,38
"",40,180,2,4,3,3,40
"",41,188,2,4,2,4,32
"",41,148,4,2,3,3,17
"",41,127,3,3,4,2,35
"",42,148,2,4,2,4,37
"",42,148,2,4,4,2,36
"",42,123,1,5,5,1,44
"",43,157,5,1,3,3,30
"",43,125,3,3,3,3,39
"",43,185,5,1,2,4,31
"",44,164,4,2,2,4,41
"",44,142,4,2,4,2,28
"",44,187,1,5,2,4,40
"",45,135,3,3,4,2,43
"",45,99,5,1,3,3,28
"",45,163,5,1,2,4,43
"",46,89,3,3,6,0,19
"",46,83,5,1,5,1,28
"",46,110,4,2,4,2,37
"",47,155,3,3,2,4,36
"",47,132,4,2,5,1,44
"",47,137,3,3,3,3,42
"",48,191,3,3,2,4,31
"",48,138,2,4,3,3,36
"",48,131,1,5,3,3,26
"",49,173,3,3,2,4,47
"",49,202,4,2,2,4,30
"",49,113,3,3,4,2,48
"",50,78,2,4,4,2,31
"",50,147,3,3,2,4,38
"",50,147,3,3,4,2,38
"",51,187,5,1,2,4,38
"",51,181,3,3,2,4,43
"",51,176,2,4,2,4,47
"",52,78,4,2,5,1,33
"",52,98,4,2,4,2,44
"",52,190,2,4,1,5,46
"",53,87,5,1,5,1,24
"",53,136,4,2,3,3,48
"",53,172,2,4,3,3,42
"",54,137,3,3,3,3,28
"",54,167,3,3,2,4,45
"",54,118,0,6,3,3,30
"",55,132,4,2,3,3,45
"",55,171,1,5,2,4,34
"",55,186,2,4,1,5,37
"",56,232,4,2,0,6,19
"",56,117,3,3,5,1,41
"",56,204,2,4,1,5,27
"",57,158,2,4,2,4,40
"",57,221,3,3,1,5,47
"",57,155,3,3,3,3,25
"",58,161,5,1,3,3,40
"",58,146,2,4,3,3,43
"",58,180,2,4,2,4,32
"",59,120,4,2,5,1,38
"",59,173,3,3,3,3,35
"",59,168,4,2,2,4,43
"",60,126,2,4,4,2,44
"",60,161,3,3,2,4,40
"",60,129,3,3,3,3,47
"",61,164,4,2,2,4,44
"",61,184,2,4,2,4,34
"",61,162,6,0,3,3,46
"",62,140,4,2,3,3,45
"",62,165,1,5,2,4,47
"",62,94,2,4,5,1,38
"",63,141,3,3,3,3,35
"",63,166,4,2,2,4,41
"",63,139,3,3,4,2,35
"",64,154,4,2,3,3,42
"",64,134,2,4,3,3,45
"",64,123,3,3,3,3,43
"",65,148,2,4,3,3,41
"",65,128,4,2,4,2,42
"",65,116,2,4,4,2,23
"",66,213,3,3,1,5,23
"",66,138,2,4,4,2,36
"",66,236,2,4,0,6,19
"",67,134,2,4,3,3,40
"",67,172,2,4,2,4,41
"",67,144,2,4,4,2,35
"",68,152,2,4,2,4,35
"",68,175,3,3,3,3,43
"",68,104,4,2,4,2,42
"",69,141,3,3,3,3,39
"",69,148,6,0,3,3,44
"",69,152,4,2,3,3,38
"",70,171,5,1,3,3,39
"",70,201,1,5,2,4,34
"",70,168,2,4,2,4,29
"",71,184,2,4,2,4,41
"",71,105,3,3,5,1,35
"",71,181,1,5,2,4,33
"",72,136,2,4,3,3,35
"",72,162,4,2,2,4,39
"",72,209,3,3,2,4,39
"",73,130,2,4,4,2,39
"",73,186,4,2,2,4,43
"",73,74,2,4,5,1,28
"",74,193,3,3,2,4,38
"",74,149,3,3,3,3,42
"",74,184,2,4,2,4,40
"",75,136,2,4,3,3,27
"",75,141,3,3,3,3,37
"",75,113,3,3,5,1,13
"",76,178,6,0,2,4,40
"",76,217,3,3,2,4,31
"",76,173,5,1,3,3,42
"",77,163,5,1,2,4,32
"",77,112,4,2,4,2,45
"",77,124,2,4,4,2,43
"",78,178,4,2,2,4,35
"",78,119,3,3,4,2,37
"",78,115,3,3,3,3,37
"",79,184,4,2,2,4,42
"",79,207,3,3,1,5,38
"",79,167,1,5,2,4,41
"",80,231,3,3,0,6,23
"",80,130,4,2,4,2,41
"",80,91,5,1,4,2,40
"",81,142,4,2,3,3,44
"",81,163,1,5,3,3,30
"",81,142,2,4,3,3,27
"",82,160,4,2,2,4,46
"",82,130,4,2,4,2,44
"",82,119,1,5,4,2,43
"",83,124,2,4,4,2,44
"",83,146,2,4,4,2,32
"",83,165,1,5,2,4,44
"",84,137,3,3,3,3,39
"",84,104,4,2,4,2,31
"",84,107,1,5,5,1,32
"",85,192,2,4,1,5,38
"",85,172,4,2,2,4,33
"",85,116,2,4,4,2,42
"",86,82,4,2,6,0,20
"",86,177,1,5,2,4,32
"",86,206,2,4,1,5,28
"",87,91,3,3,5,1,44
"",87,144,2,4,4,2,39
"",87,67,5,1,5,1,33
"",88,132,2,4,3,3,35
"",88,158,4,2,2,4,24
"",88,95,3,3,5,1,21
"",89,172,2,4,2,4,35
"",89,104,4,2,5,1,35
"",89,147,5,1,2,4,42
"",90,213,3,3,2,4,35
"",90,143,5,1,3,3,36
"",90,152,2,4,4,2,43
"",91,172,4,2,1,5,37
"",91,148,4,2,3,3,44
"",91,214,2,4,1,5,38
"",92,142,2,4,3,3,43
"",92,171,3,3,2,4,45
"",92,101,3,3,5,1,43
"",93,184,4,2,2,4,45
"",93,166,4,2,3,3,34
"",93,69,3,3,5,1,25
"",94,195,3,3,2,4,42
"",94,181,3,3,2,4,44
"",94,148,4,2,3,3,22
"",95,150,2,4,3,3,45
"",95,160,4,2,3,3,37
"",95,169,1,5,2,4,47
"",96,163,3,3,3,3,43
"",96,153,3,3,2,4,46
"",96,164,4,2,2,4,42
"",97,135,1,5,4,2,46
"",97,137,3,3,3,3,40
"",97,174,4,2,2,4,39
"",98,174,2,4,2,4,31
"",98,102,4,2,4,2,29
"",98,193,1,5,2,4,32
"",99,122,4,2,5,1,35
"",99,168,2,4,2,4,43
"",99,151,5,1,3,3,35
"",100,176,4,2,3,3,42
"",100,181,5,1,2,4,46
"",100,140,4,2,4,2,37
"",101,182,6,0,3,3,30
"",101,152,2,4,3,3,43
"",101,154,4,2,3,3,36
"",102,173,3,3,1,5,41
"",102,154,4,2,3,3,39
"",102,101,3,3,5,1,31
"",103,149,3,3,2,4,36
"",103,164,4,2,2,4,17
"",103,171,3,3,2,4,30
"",0,180,4,2,3,3,46
"",0,127,3,3,3,3,40
"",0,169,1,5,3,3,36
"",1,174,4,2,2,4,40
"",1,169,1,5,3,3,42
"",1,122,2,4,4,2,45
"",2,244,4,2,0,6,19
"",2,200,4,2,1,5,25
"",2,185,3,3,1,5,20
"",3,199,3,3,1,5,40
"",3,140,4,2,3,3,28
"",3,165,3,3,3,3,37
"",4,165,1,5,3,3,40
"",4,197,3,3,1,5,33
"",4,106,4,2,5,1,45
"",5,211,3,3,2,4,28
"",5,179,1,5,1,5,47
"",5,164,2,4,2,4,46
"",6,206,2,4,1,5,24
"",6,179,5,1,2,4,20
"",6,199,1,5,3,3,29
"",7,170,4,2,3,3,34
"",7,121,3,3,4,2,33
"",7,174,4,2,2,4,27
"",8,185,3,3,1,5,36
"",8,178,2,4,2,4,41
"",8,133,3,3,3,3,32
"",9,134,2,4,4,2,29
"",9,177,3,3,1,5,16
"",9,168,2,4,3,3,40
"",10,108,2,4,5,1,28
"",10,142,2,4,3,3,37
"",10,140,2,4,3,3,38
"",11,171,3,3,2,4,41
"",11,169,3,3,2,4,41
"",11,178,2,4,2,4,39
"",12,182,2,4,2,4,45
"",12,190,2,4,2,4,30
"",12,131,3,3,4,2,38
"",13,83,3,3,5,1,35
"",13,119,3,3,3,3,41
"",13,187,3,3,1,5,37
"",14,205,3,3,1,5,45
"",14,158,4,2,3,3,37
"",14,138,4,2,3,3,31
"",15,207,3,3,1,5,36
"",15,165,3,3,3,3,19
"",15,137,3,3,3,3,47
"",16,135,5,1,4,2,40
"",16,140,4,2,4,2,30
"",16,199,3,3,2,4,42
"",17,155,3,3,3,3,41
"",17,138,4,2,4,2,37
"",17,149,3,3,3,3,30
"",18,175,3,3,2,4,26
"",18,147,3,3,4,2,23
"",18,131,3,3,4,2,34
"",19,178,2,4,3,3,37
"",19,138,4,2,3,3,24
"",19,190,6,0,1,5,28
"",20,91,1,5,4,2,26
"",20,147,1,5,3,3,40
"",20,140,4,2,3,3,34
"",21,145,3,3,3,3,29
"",21,195,5,1,1,5,28
"",21,109,3,3,5,1,40
"",22,142,4,2,3,3,42
"",22,134,2,4,3,3,41
"",22,137,3,3,4,2,45
"",23,140,2,4,3,3,38
"",23,163,1,5,2,4,38
"",23,155,5,1,3,3,46
"",24,118,4,2,5,1,37
"",24,161,3,3,3,3,45
"",24,178,2,4,1,5,35
"",25,179,3,3,2,4,27
"",25,119,3,3,4,2,25
"",25,136,4,2,3,3,40
"",26,153,3,3,3,3,39
"",26,201,3,3,2,4,34
"",26,138,2,4,3,3,41
"",27,116,4,2,4,2,37
"",27,190,4,2,2,4,33
"",27,145,5,1,3,3,38
"",28,126,4,2,3,3,32
"",28,136,0,6,3,3,28
"",28,151,3,3,4,2,42
"",29,109,3,3,4,2,30
"",29,101,3,3,5,1,45
"",29,130,2,4,3,3,38
"",30,105,3,3,4,2,34
"",30,79,3,3,5,1,34
"",30,149,5,1,3,3,46
"",31,169,5,1,3,3,32
"",31,88,2,4,5,1,33
"",31,147,3,3,3,3,47
"",32,156,2,4,2,4,45
"",32,162,4,2,4,2,35
"",32,171,3,3,2,4,26
"",33,135,3,3,3,3,31
"",33,171,3,3,2,4,41
"",33,145,1,5,2,4,42
"",34,174,4,2,3,3,31
"",34,124,2,4,3,3,33
"",34,137,3,3,3,3,24
"",35,160,2,4,3,3,27
"",35,197,1,5,1,5,35
"",35,150,2,4,3,3,38
"",36,144,4,2,3,3,47
"",36,135,5,1,4,2,47
"",36,149,3,3,4,2,44
"",37,120,4,2,4,2,39
"",37,114,4,2,4,2,41
"",37,103,3,3,4,2,45
"",38,125,3,3,5,1,39
"",38,134,2,4,3,3,37
"",38,73,3,3,5,1,28
"",39,94,4,2,5,1,33
"",39,69,3,3,5,1,29
"",39,133,3,3,3,3,35
"",40,196,4,2,1,5,23
"",40,88,2,4,5,1,34
"",40,136,2,4,4,2,39
"",41,168,4,2,3,3,37
"",41,153,3,3,3,3,39
"",41,156,4,2,2,4,45
"",42,96,2,4,5,1,23
"",42,176,4,2,2,4,46
"",42,137,5,1,4,2,43
"",43,141,5,1,3,3,44
"",43,96,4,2,5,1,43
"",43,120,2,4,3,3,28
"",44,196,2,4,2,4,42
"",44,152,2,4,2,4,25
"",44,109,3,3,5,1,33
"",45,163,3,3,3,3,43
"",45,178,4,2,2,4,46
"",45,138,2,4,4,2,48
"",46,168,4,2,2,4,38
"",46,134,4,2,4,2,46
"",46,150,2,4,4,2,34
"",47,199,5,1,1,5,40
"",47,193,3,3,2,4,32
"",47,235,3,3,1,5,28
"",48,142,2,4,3,3,36
"",48,171,3,3,3,3,41
"",48,115,3,3,5,1,41
"",49,94,2,4,5,1,39
"",49,172,6,0,3,3,32
"",49,104,2,4,4,2,45
"",50,155,3,3,3,3,37
"",50,148,2,4,3,3,37
"",50,170,2,4,2,4,47
"",51,122,4,2,4,2,30
"",51,133,3,3,4,2,43
"",51,124,2,4,4,2,45
"",52,66,2,4,6,0,18
"",52,137,3,3,4,2,28
"",52,157,3,3,2,4,33
"",53,162,4,2,3,3,38
"",53,178,4,2,2,4,41
"",53,158,2,4,2,4,46
"",54,110,4,2,3,3,33
"",54,165,3,3,2,4,29
"",54,97,3,3,4,2,23
"",55,102,4,2,4,2,39
"",55,160,2,4,1,5,30
"",55,112,2,4,4,2,27
"",56,161,1,5,3,3,41
"",56,195,3,3,1,5,31
"",56,185,3,3,1,5,36
"",57,173,3,3,3,3,33
"",57,185,5,1,1,5,34
"",57,207,3,3,1,5,34
"",58,156,2,4,3,3,44
"",58,132,2,4,4,2,39
"",58,175,3,3,2,4,28
"",59,146,4,2,3,3,31
"",59,135,3,3,3,3,37
"",59,150,4,2,3,3,38
"",60,140,4,2,4,2,41
"",60,124,2,4,4,2,25
"",60,146,4,2,3,3,43
"",61,183,3,3,1,5,48
"",61,85,5,1,5,1,48
"",61,146,2,4,3,3,41
"",62,122,2,4,4,2,26
"",62,107,1,5,5,1,46
"",62,197,3,3,2,4,39
"",63,167,3,3,3,3,33
"",63,107,1,5,5,1,44
"",63,145,1,5,3,3,38
"",64,180,2,4,3,3,40
"",64,152,4,2,3,3,39
"",64,105,1,5,5,1,41
"",65,179,3,3,2,4,44
"",65,148,4,2,3,3,45
"",65,190,4,2,2,4,45
"",66,108,4,2,4,2,41
"",66,171,3,3,2,4,29
"",66,150,2,4,3,3,45
"",67,147,3,3,2,4,31
"",67,152,4,2,2,4,41
"",67,142,2,4,3,3,35
"",68,127,3,3,3,3,41
"",68,137,1,5,3,3,41
"",68,170,4,2,2,4,38
"",69,215,3,3,0,6,17
"",69,141,3,3,4,2,36
"",69,103,1,5,5,1,41
"",70,108,6,0,4,2,34
"",70,104,6,0,5,1,38
"",70,202,2,4,1,5,40
"",71,151,3,3,2,4,42
"",71,182,4,2,2,4,35
"",71,128,2,4,3,3,39
"",72,180,2,4,1,5,39
"",72,157,3,3,4,2,43
"",72,212,2,4,1,5,28
"",73,135,3,3,3,3,36
"",73,108,2,4,4,2,25
"",73,161,3,3,3,3,45
"",74,107,3,3,5,1,45
"",74,146,2,4,3,3,45
"",74,167,3,3,2,4,35
"",75,191,3,3,1,5,29
"",75,151,3,3,3,3,45
"",75,153,3,3,3,3,42
"",76,184,4,2,1,5,32
"",76,184,2,4,2,4,40
"",76,116,2,4,4,2,38
"",77,136,2,4,3,3,44
"",77,117,3,3,4,2,45
"",77,141,3,3,3,3,37
"",78,146,4,2,3,3,43
"",78,101,3,3,5,1,36
"",78,127,3,3,4,2,41
"",79,126,4,2,3,3,45
"",79,141,3,3,3,3,41
"",79,179,5,1,2,4,41
"",80,189,3,3,2,4,35
"",80,159,5,1,3,3,42
"",80,146,2,4,3,3,41
"",81,143,1,5,3,3,32
"",81,172,4,2,2,4,48
"",81,202,2,4,2,4,24
"",82,155,5,1,3,3,22
"",82,207,3,3,1,5,38
"",82,140,2,4,3,3,38
"",83,104,4,2,4,2,42
"",83,165,3,3,2,4,42
"",83,181,3,3,2,4,45
"",84,113,3,3,3,3,34
"",84,182,4,2,2,4,38
"",84,146,2,4,4,2,34
"",85,166,4,2,2,4,46
"",85,166,2,4,3,3,34
"",85,126,4,2,4,2,37
"",86,133,3,3,3,3,39
"",86,142,2,4,3,3,40
"",86,193,3,3,2,4,31
"",87,203,3,3,1,5,28
"",87,124,4,2,4,2,34
"",87,107,1,5,4,2,40
"",88,135,3,3,3,3,35
"",88,136,2,4,3,3,40
"",88,172,4,2,2,4,43
"",89,160,4,2,3,3,35
"",89,186,2,4,1,5,27
"",89,129,3,3,3,3,34
"",90,118,2,4,4,2,27
"",90,200,4,2,1,5,46
"",90,154,2,4,3,3,44
"",91,183,3,3,2,4,27
"",91,110,4,2,5,1,41
"",91,142,4,2,3,3,24
"",92,147,1,5,3,3,36
"",92,176,4,2,2,4,40
"",92,147,3,3,4,2,33
"",93,218,4,2,0,6,22
"",93,190,4,2,2,4,38
"",93,130,2,4,3,3,42
"",94,140,2,4,4,2,43
"",94,174,6,0,2,4,46
"",94,252,2,4,0,6,13
"",95,206,4,2,1,5,27
"",95,151,3,3,3,3,43
"",95,199,3,3,1,5,47
"",96,144,2,4,3,3,41
"",96,111,3,3,5,1,27
"",96,162,2,4,3,3,43
"",97,184,4,2,2,4,34
"",97,165,3,3,3,3,26
"",97,117,3,3,3,3,40
"",98,196,4,2,1,5,36
"",98,97,3,3,6,0,16
"",98,207,3,3,1,5,41
"",99,147,1,5,3,3,32
"",99,225,5,1,1,5,25
"",99,128,2,4,4,2,32
"",100,201,5,1,0,6,17
"",100,193,3,3,2,4,25
"",100,157,3,3,2,4,39
"",101,189,1,5,2,4,32
"",101,174,2,4,3,3,47
"",101,118,2,4,4,2,40
"",102,136,4,2,4,2,39
"",102,194,4,2,3,3,27
"",102,161,5,1,2,4,48
"",103,133,3,3,4,2,42
"",103,213,3,3,1,5,22
"",103,95,1,5,5,1,22
"",0,184,2,4,2,4,38
"",0,170,4,2,3,3,36
"",0,169,3,3,3,3,37
"",1,138,4,2,3,3,37
"",1,110,2,4,3,3,35
"",1,159,3,3,3,3,41
"",2,141,3,3,3,3,30
"",2,174,2,4,3,3,34
"",2,182,2,4,1,5,35
"",3,165,1,5,3,3,44
"",3,221,3,3,2,4,32
"",3,196,2,4,2,4,31
"",4,149,3,3,3,3,32
"",4,102,2,4,4,2,28
"",4,150,4,2,2,4,47
"",5,191,3,3,1,5,34
"",5,116,4,2,4,2,25
"",5,145,3,3,2,4,32
"",6,157,3,3,3,3,28
"",6,159,3,3,3,3,35
"",6,135,3,3,3,3,46
"",7,164,4,2,2,4,34
"",7,107,3,3,4,2,42
"",7,148,4,2,3,3,41
"",8,164,2,4,3,3,40
"",8,145,3,3,3,3,33
"",8,124,4,2,3,3,43
"",9,213,3,3,2,4,35
"",9,151,3,3,2,4,37
"",9,128,2,4,4,2,40
"",10,147,1,5,3,3,33
"",10,101,3,3,4,2,29
"",10,191,3,3,2,4,41
"",11,140,2,4,4,2,44
"",11,130,4,2,4,2,44
"",11,125,5,1,3,3,43
"",12,147,5,1,3,3,18
"",12,135,3,3,4,2,27
"",12,122,2,4,5,1,26
"",13,203,5,1,2,4,28
"",13,150,2,4,3,3,37
"",13,191,1,5,2,4,28
"",14,112,4,2,4,2,20
"",14,119,3,3,4,2,43
"",14,151,3,3,3,3,35
"",15,181,3,3,2,4,47
"",15,183,3,3,1,5,25
"",15,158,2,4,3,3,24
"",16,177,3,3,2,4,44
"",16,98,6,0,5,1,24
"",16,163,3,3,2,4,42
"",17,123,3,3,4,2,45
"",17,130,4,2,3,3,43
"",17,168,0,6,2,4,46
"",18,103,5,1,4,2,38
"",18,189,1,5,2,4,47
"",18,208,2,4,1,5,21
"",19,140,4,2,3,3,38
"",19,112,2,4,4,2,21
"",19,140,2,4,4,2,30
"",20,166,4,2,3,3,45
"",20,140,4,2,2,4,39
"",20,122,4,2,4,2,38
"",21,138,2,4,3,3,31
"",21,131,5,1,4,2,34
"",21,159,1,5,3,3,30
"",22,176,2,4,2,4,36
"",22,193,3,3,1,5,31
"",22,178,4,2,2,4,31
"",23,187,3,3,2,4,28
"",23,116,2,4,4,2,35
"",23,186,4,2,2,4,46
"",24,156,4,2,3,3,37
"",24,176,2,4,3,3,37
"",24,171,5,1,2,4,40
"",25,213,1,5,2,4,28
"",25,136,2,4,3,3,46
"",25,121,3,3,4,2,35
"",26,103,5,1,4,2,44
"",26,186,4,2,1,5,48
"",26,114,2,4,3,3,18
"",27,175,5,1,2,4,42
"",27,181,3,3,3,3,30
"",27,135,3,3,2,4,28
"",28,155,3,3,2,4,45
"",28,148,4,2,3,3,48
"",28,194,2,4,1,5,38
"",29,139,1,5,3,3,30
"",29,193,1,5,1,5,38
"",29,130,4,2,4,2,46
"",30,102,4,2,4,2,33
"",30,168,2,4,2,4,43
"",30,191,1,5,2,4,43
"",31,98,4,2,4,2,40
"",31,162,4,2,2,4,26
"",31,178,2,4,3,3,25
"",32,114,4,2,4,2,30
"",32,115,5,1,4,2,42
"",32,97,1,5,5,1,30
"",33,212,2,4,1,5,29
"",33,153,3,3,2,4,38
"",33,168,2,4,3,3,23
"",34,214,4,2,0,6,17
"",34,135,3,3,2,4,31
"",34,146,2,4,3,3,45
"",35,134,4,2,3,3,38
"",35,128,2,4,4,2,41
"",35,220,4,2,1,5,36
"",36,149,3,3,3,3,29
"",36,172,4,2,3,3,34
"",36,165,5,1,3,3,34
"",37,139,5,1,3,3,44
"",37,161,3,3,2,4,44
"",37,160,4,2,3,3,41
"",38,157,3,3,4,2,41
"",38,72,2,4,5,1,23
"",38,143,3,3,4,2,36
"",39,129,3,3,4,2,39
"",39,148,2,4,1,5,31
"",39,174,2,4,4,2,34
"",40,177,1,5,2,4,38
"",40,117,3,3,5,1,30
"",40,179,5,1,2,4,37
"",41,145,1,5,4,2,29
"",41,226,4,2,1,5,24
"",41,183,1,5,2,4,41
"",42,216,6,0,0,6,20
"",42,169,3,3,2,4,39
"",42,154,4,2,3,3,47
"",43,164,2,4,3,3,35
"",43,131,5,1,4,2,44
"",43,159,3,3,2,4,28
"",44,120,2,4,3,3,26
"",44,96,4,2,5,1,48
"",44,105,5,1,4,2,44
"",45,149,3,3,3,3,17
"",45,209,1,5,1,5,28
"",45,136,0,6,2,4,32
"",46,185,3,3,2,4,25
"",46,126,4,2,4,2,35
"",46,195,3,3,2,4,33
"",47,165,3,3,3,3,47
"",47,114,4,2,4,2,41
